,0
406,0.931
407,0.9266666666666666
408,0.928
409,0.9313333333333333
410,0.923
411,0.93
412,0.9183333333333333
413,0.9263333333333333
414,0.925
415,0.9243333333333333
416,0.927
417,0.928
418,0.9206666666666666
419,0.9306666666666666
420,0.9376666666666666
421,0.914
422,0.9346666666666666
423,0.9303333333333333
424,0.9233333333333333
425,0.9253333333333333
426,0.9303333333333333
427,0.921
428,0.9246666666666666
429,0.92
430,0.9283333333333333
431,0.9253333333333333
432,0.9413333333333334
433,0.9226666666666666
434,0.9263333333333333
435,0.9246666666666666
436,0.933
437,0.9303333333333333
438,0.9343333333333333
439,0.9253333333333333
440,0.9233333333333333
441,0.926
442,0.925
443,0.9316666666666666
444,0.9273333333333333
445,0.9253333333333333
446,0.9293333333333333
447,0.93
448,0.926
449,0.9266666666666666
450,0.9296666666666666
451,0.9333333333333333
452,0.9323333333333333
453,0.927
454,0.926
455,0.921
456,0.923
457,0.9246666666666666
458,0.9263333333333333
459,0.919
460,0.9286666666666666
461,0.9323333333333333
462,0.9296666666666666
463,0.9196666666666666
464,0.9246666666666666
465,0.9336666666666666
466,0.934
467,0.9223333333333333
468,0.9296666666666666
469,0.932
470,0.9176666666666666
471,0.9326666666666666
472,0.927
473,0.93
474,0.9293333333333333
475,0.935
476,0.9293333333333333
477,0.9323333333333333
478,0.9233333333333333
479,0.9256666666666666
480,0.9293333333333333
481,0.9256666666666666
482,0.9323333333333333
483,0.9173333333333333
484,0.9306666666666666
485,0.9273333333333333
486,0.9286666666666666
487,0.9303333333333333
488,0.9283333333333333
489,0.9246666666666666
490,0.9356666666666666
491,0.933
492,0.9336666666666666
493,0.919
494,0.9296666666666666
495,0.9313333333333333
496,0.925
497,0.9256666666666666
498,0.9283333333333333
499,0.928
500,0.9253333333333333
501,0.931
502,0.927
503,0.9323333333333333
504,0.93
505,0.9173333333333333
506,0.927
507,0.9316666666666666
508,0.9246666666666666
509,0.9243333333333333
510,0.93
511,0.918
512,0.9276666666666666
513,0.9236666666666666
514,0.9323333333333333
515,0.9263333333333333
516,0.936
517,0.9316666666666666
518,0.9343333333333333
519,0.9313333333333333
520,0.9363333333333334
521,0.927
522,0.9326666666666666
523,0.938
524,0.9326666666666666
525,0.924
526,0.93
527,0.923
528,0.9266666666666666
529,0.9146666666666666
530,0.927
531,0.9213333333333333
532,0.9343333333333333
533,0.9273333333333333
534,0.931
535,0.9213333333333333
536,0.9336666666666666
537,0.9353333333333333
538,0.928
539,0.9306666666666666
540,0.9163333333333333
541,0.9293333333333333
542,0.9283333333333333
543,0.925
544,0.9306666666666666
545,0.9326666666666666
546,0.932
547,0.9233333333333333
548,0.9243333333333333
549,0.9203333333333333
550,0.9156666666666666
551,0.9186666666666666
552,0.923
553,0.9286666666666666
554,0.93
555,0.9173333333333333
556,0.9246666666666666
557,0.915
558,0.9256666666666666
559,0.923
560,0.9193333333333333
561,0.9323333333333333
562,0.9266666666666666
563,0.9346666666666666
564,0.9273333333333333
565,0.92
566,0.917
567,0.9233333333333333
568,0.9276666666666666
569,0.9206666666666666
570,0.928
571,0.9276666666666666
572,0.932
573,0.9343333333333333
574,0.913
575,0.9246666666666666
576,0.93
577,0.928
578,0.932
579,0.9243333333333333
580,0.924
581,0.9253333333333333
582,0.9266666666666666
583,0.921
584,0.9316666666666666
585,0.937
586,0.927
587,0.9353333333333333
588,0.9256666666666666
589,0.9323333333333333
590,0.927
591,0.9343333333333333
592,0.9243333333333333
593,0.9256666666666666
594,0.93
595,0.9276666666666666
596,0.9306666666666666
597,0.917
598,0.918
599,0.9273333333333333
600,0.931
601,0.9266666666666666
602,0.9306666666666666
603,0.926
604,0.927
605,0.928
606,0.9156666666666666
607,0.924
608,0.9296666666666666
609,0.9286666666666666
610,0.924
611,0.9243333333333333
612,0.935
613,0.933
614,0.921
615,0.9393333333333334
616,0.929
617,0.9216666666666666
618,0.926
619,0.9236666666666666
620,0.9373333333333334
621,0.9176666666666666
622,0.9256666666666666
623,0.9236666666666666
624,0.9336666666666666
625,0.9273333333333333
626,0.9246666666666666
627,0.93
628,0.9233333333333333
629,0.9266666666666666
630,0.9313333333333333
631,0.9246666666666666
632,0.9306666666666666
633,0.9246666666666666
634,0.9276666666666666
635,0.9263333333333333
636,0.9203333333333333
637,0.9266666666666666
638,0.932
639,0.9193333333333333
640,0.9226666666666666
641,0.9333333333333333
642,0.9296666666666666
643,0.916
644,0.92
645,0.9296666666666666
646,0.9363333333333334
647,0.9173333333333333
648,0.9253333333333333
649,0.9226666666666666
650,0.926
651,0.924
652,0.9383333333333334
653,0.9093333333333333
654,0.9286666666666666
655,0.9323333333333333
656,0.933
657,0.9176666666666666
658,0.9176666666666666
659,0.9286666666666666
660,0.927
661,0.918
662,0.9266666666666666
663,0.9273333333333333
664,0.9273333333333333
665,0.924
666,0.9333333333333333
667,0.933
668,0.9213333333333333
669,0.9166666666666666
670,0.9226666666666666
671,0.933
672,0.9286666666666666
673,0.931
674,0.929
675,0.933
676,0.9283333333333333
677,0.9333333333333333
678,0.9226666666666666
679,0.9206666666666666
680,0.9233333333333333
681,0.9296666666666666
682,0.923
683,0.9316666666666666
684,0.917
685,0.9193333333333333
686,0.9203333333333333
687,0.921
688,0.9256666666666666
689,0.927
690,0.922
691,0.927
692,0.9233333333333333
693,0.9266666666666666
694,0.9286666666666666
695,0.937
696,0.9283333333333333
697,0.9273333333333333
698,0.92
699,0.9303333333333333
700,0.9303333333333333
701,0.924
702,0.93
703,0.925
704,0.929
705,0.9146666666666666
706,0.9346666666666666
707,0.9263333333333333
708,0.936
709,0.9323333333333333
710,0.9166666666666666
711,0.932
712,0.9323333333333333
713,0.9306666666666666
714,0.9286666666666666
715,0.924
716,0.939
717,0.9333333333333333
718,0.9293333333333333
719,0.927
720,0.929
721,0.9246666666666666
722,0.9306666666666666
723,0.9286666666666666
724,0.9326666666666666
725,0.9276666666666666
726,0.933
727,0.9346666666666666
728,0.9186666666666666
729,0.9273333333333333
730,0.9286666666666666
731,0.9223333333333333
732,0.93
733,0.927
734,0.932
735,0.9226666666666666
736,0.9363333333333334
737,0.9363333333333334
738,0.927
739,0.9233333333333333
740,0.9266666666666666
741,0.9263333333333333
742,0.9353333333333333
743,0.9346666666666666
744,0.9303333333333333
745,0.9333333333333333
746,0.9293333333333333
747,0.9323333333333333
748,0.928
749,0.917
750,0.9326666666666666
751,0.93
752,0.9316666666666666
753,0.9276666666666666
754,0.939
755,0.9273333333333333
756,0.9343333333333333
757,0.9236666666666666
758,0.9233333333333333
759,0.9266666666666666
760,0.9246666666666666
761,0.9266666666666666
762,0.9266666666666666
763,0.935
764,0.9306666666666666
765,0.925
766,0.932
767,0.9273333333333333
768,0.9273333333333333
769,0.9263333333333333
770,0.92
771,0.942
772,0.9363333333333334
773,0.927
774,0.9233333333333333
775,0.9243333333333333
776,0.9266666666666666
777,0.9176666666666666
778,0.9243333333333333
779,0.926
780,0.9296666666666666
781,0.9276666666666666
782,0.923
783,0.93
784,0.925
785,0.9303333333333333
786,0.9253333333333333
787,0.9256666666666666
788,0.927
789,0.927
790,0.926
791,0.9253333333333333
792,0.9303333333333333
793,0.9196666666666666
794,0.9266666666666666
795,0.9296666666666666
796,0.9366666666666666
797,0.926
798,0.9293333333333333
799,0.9303333333333333
800,0.9253333333333333
801,0.9283333333333333
802,0.9313333333333333
803,0.933
804,0.9256666666666666
805,0.9343333333333333
806,0.9216666666666666
807,0.9216666666666666
808,0.9316666666666666
809,0.9133333333333333
810,0.9276666666666666
811,0.9283333333333333
812,0.9306666666666666
813,0.9346666666666666
814,0.9253333333333333
815,0.9296666666666666
816,0.931
817,0.9246666666666666
818,0.9256666666666666
819,0.9296666666666666
820,0.9206666666666666
821,0.933
822,0.9206666666666666
823,0.9286666666666666
824,0.9266666666666666
825,0.9256666666666666
826,0.928
827,0.931
828,0.9406666666666667
829,0.9406666666666667
830,0.936
831,0.921
832,0.9206666666666666
833,0.9223333333333333
834,0.943
835,0.933
836,0.9263333333333333
837,0.9233333333333333
838,0.9296666666666666
839,0.9356666666666666
840,0.9246666666666666
841,0.927
842,0.9326666666666666
843,0.9333333333333333
844,0.925
845,0.9163333333333333
846,0.9303333333333333
847,0.93
848,0.9293333333333333
849,0.932
850,0.9233333333333333
851,0.9383333333333334
852,0.919
853,0.9296666666666666
854,0.9276666666666666
855,0.9226666666666666
856,0.9293333333333333
857,0.925
858,0.9266666666666666
859,0.9376666666666666
860,0.931
861,0.939
862,0.927
863,0.9306666666666666
864,0.925
865,0.937
866,0.9243333333333333
867,0.926
868,0.926
869,0.9323333333333333
870,0.928
871,0.926
872,0.925
873,0.9236666666666666
874,0.9283333333333333
875,0.9163333333333333
876,0.9226666666666666
877,0.931
878,0.9256666666666666
879,0.9223333333333333
880,0.9253333333333333
881,0.9286666666666666
882,0.9213333333333333
883,0.9346666666666666
884,0.932
885,0.9256666666666666
886,0.932
887,0.9323333333333333
888,0.92
889,0.9243333333333333
890,0.9356666666666666
891,0.9236666666666666
892,0.934
893,0.9203333333333333
894,0.9286666666666666
895,0.9233333333333333
896,0.9236666666666666
897,0.9176666666666666
898,0.9216666666666666
899,0.9313333333333333
900,0.9243333333333333
901,0.9336666666666666
902,0.933
903,0.93
904,0.924
905,0.916
906,0.93
907,0.9206666666666666
908,0.9343333333333333
909,0.9266666666666666
910,0.926
911,0.9326666666666666
912,0.923
913,0.9243333333333333
914,0.9326666666666666
915,0.9256666666666666
916,0.9333333333333333
917,0.926
918,0.924
919,0.9216666666666666
920,0.9293333333333333
921,0.9293333333333333
922,0.923
923,0.9086666666666666
924,0.933
925,0.922
926,0.9346666666666666
927,0.9336666666666666
928,0.935
929,0.931
930,0.9196666666666666
931,0.9313333333333333
932,0.926
933,0.9183333333333333
934,0.9313333333333333
935,0.931
936,0.9213333333333333
937,0.9316666666666666
938,0.9313333333333333
939,0.925
940,0.935
941,0.93
942,0.9266666666666666
943,0.9286666666666666
944,0.931
945,0.9213333333333333
946,0.9233333333333333
947,0.919
948,0.9246666666666666
949,0.925
950,0.9366666666666666
951,0.9293333333333333
952,0.9153333333333333
953,0.927
954,0.9246666666666666
955,0.9323333333333333
956,0.9286666666666666
957,0.928
958,0.931
959,0.9193333333333333
960,0.925
961,0.933
962,0.9206666666666666
963,0.9323333333333333
964,0.9366666666666666
965,0.9276666666666666
966,0.927
967,0.9306666666666666
968,0.9293333333333333
969,0.9206666666666666
970,0.9206666666666666
971,0.925
972,0.925
973,0.9376666666666666
974,0.9223333333333333
975,0.924
976,0.93
977,0.9246666666666666
978,0.9266666666666666
979,0.9296666666666666
980,0.923
981,0.9333333333333333
982,0.9266666666666666
983,0.9193333333333333
984,0.928
985,0.9206666666666666
986,0.923
987,0.9213333333333333
988,0.92
989,0.9266666666666666
990,0.919
991,0.9203333333333333
992,0.9243333333333333
993,0.942
994,0.921
995,0.915
996,0.925
997,0.9236666666666666
998,0.9306666666666666
999,0.9313333333333333
