,0
0,0.9273333333333333
1,0.937
2,0.9386666666666666
3,0.9343333333333333
4,0.9353333333333333
5,0.9293333333333333
6,0.9263333333333333
7,0.9186666666666666
8,0.9256666666666666
9,0.9276666666666666
10,0.929
11,0.929
12,0.928
13,0.9276666666666666
14,0.9243333333333333
15,0.9196666666666666
16,0.9223333333333333
17,0.9213333333333333
18,0.9366666666666666
19,0.939
20,0.928
21,0.9203333333333333
22,0.925
23,0.9293333333333333
24,0.925
25,0.9283333333333333
26,0.9203333333333333
27,0.9286666666666666
28,0.9266666666666666
29,0.932
30,0.931
31,0.936
32,0.9286666666666666
33,0.9276666666666666
34,0.923
35,0.9233333333333333
36,0.9273333333333333
37,0.9213333333333333
38,0.9373333333333334
39,0.9313333333333333
40,0.9283333333333333
41,0.924
42,0.9293333333333333
43,0.9313333333333333
44,0.938
45,0.9173333333333333
46,0.9303333333333333
47,0.928
48,0.9226666666666666
49,0.9153333333333333
50,0.9206666666666666
51,0.926
52,0.9286666666666666
53,0.934
54,0.9313333333333333
55,0.9233333333333333
56,0.9266666666666666
57,0.9256666666666666
58,0.9316666666666666
59,0.9296666666666666
60,0.931
61,0.9226666666666666
62,0.924
63,0.9393333333333334
64,0.923
65,0.9273333333333333
66,0.9273333333333333
67,0.9283333333333333
68,0.918
69,0.9196666666666666
70,0.924
71,0.9363333333333334
72,0.925
73,0.9333333333333333
74,0.9313333333333333
75,0.9243333333333333
76,0.921
77,0.9223333333333333
78,0.922
79,0.9293333333333333
80,0.927
81,0.9383333333333334
82,0.9283333333333333
83,0.9326666666666666
84,0.9243333333333333
85,0.9296666666666666
86,0.926
87,0.9323333333333333
88,0.9283333333333333
89,0.934
90,0.941
91,0.925
92,0.9303333333333333
93,0.922
94,0.9263333333333333
95,0.9266666666666666
96,0.933
97,0.9383333333333334
98,0.9286666666666666
99,0.925
100,0.9186666666666666
101,0.9293333333333333
102,0.938
103,0.9216666666666666
104,0.9226666666666666
105,0.932
106,0.9363333333333334
107,0.9286666666666666
108,0.923
109,0.9216666666666666
110,0.929
111,0.938
112,0.9296666666666666
113,0.929
114,0.9263333333333333
115,0.93
116,0.9193333333333333
117,0.928
118,0.9443333333333334
119,0.928
120,0.9246666666666666
121,0.9253333333333333
122,0.9206666666666666
123,0.9216666666666666
124,0.9343333333333333
125,0.924
126,0.9333333333333333
127,0.923
128,0.926
129,0.9253333333333333
130,0.9296666666666666
131,0.9336666666666666
132,0.9403333333333334
133,0.9243333333333333
134,0.9236666666666666
135,0.929
136,0.919
137,0.933
138,0.9183333333333333
139,0.9306666666666666
140,0.93
141,0.9286666666666666
142,0.9213333333333333
143,0.9316666666666666
144,0.932
145,0.9223333333333333
146,0.9353333333333333
147,0.9146666666666666
148,0.9206666666666666
149,0.925
150,0.916
151,0.9356666666666666
152,0.926
153,0.9246666666666666
154,0.929
155,0.928
156,0.9233333333333333
157,0.9213333333333333
158,0.9273333333333333
159,0.9263333333333333
160,0.931
161,0.928
162,0.9263333333333333
163,0.9206666666666666
164,0.927
165,0.9236666666666666
166,0.9173333333333333
167,0.9336666666666666
168,0.9293333333333333
169,0.9193333333333333
170,0.9313333333333333
171,0.9233333333333333
172,0.9296666666666666
173,0.929
174,0.9326666666666666
175,0.9216666666666666
176,0.9316666666666666
177,0.927
178,0.933
179,0.9276666666666666
180,0.929
181,0.9263333333333333
182,0.919
183,0.94
184,0.9313333333333333
185,0.9196666666666666
186,0.9223333333333333
187,0.9323333333333333
188,0.9323333333333333
189,0.935
190,0.9263333333333333
191,0.9246666666666666
192,0.9276666666666666
193,0.9166666666666666
194,0.93
195,0.9193333333333333
196,0.931
197,0.9233333333333333
198,0.9416666666666667
199,0.92
200,0.9366666666666666
201,0.9273333333333333
202,0.93
203,0.9226666666666666
204,0.926
205,0.9343333333333333
206,0.9233333333333333
207,0.9366666666666666
208,0.9333333333333333
209,0.926
210,0.9273333333333333
211,0.927
212,0.9373333333333334
213,0.923
214,0.923
215,0.914
216,0.9256666666666666
217,0.9316666666666666
218,0.9236666666666666
219,0.9313333333333333
220,0.9296666666666666
221,0.9296666666666666
222,0.9303333333333333
223,0.9286666666666666
224,0.9303333333333333
225,0.9206666666666666
226,0.9343333333333333
227,0.9266666666666666
228,0.9316666666666666
229,0.92
230,0.926
231,0.931
232,0.9246666666666666
233,0.9273333333333333
234,0.9393333333333334
235,0.9293333333333333
236,0.9306666666666666
237,0.9423333333333334
238,0.9303333333333333
239,0.9216666666666666
240,0.9303333333333333
241,0.921
242,0.935
243,0.936
244,0.928
245,0.9376666666666666
246,0.9383333333333334
247,0.9326666666666666
248,0.937
249,0.9236666666666666
250,0.931
251,0.929
252,0.9273333333333333
253,0.9226666666666666
254,0.9203333333333333
255,0.9306666666666666
256,0.93
257,0.928
258,0.9253333333333333
259,0.9303333333333333
260,0.9296666666666666
261,0.9253333333333333
262,0.9276666666666666
263,0.9246666666666666
264,0.9276666666666666
265,0.9306666666666666
266,0.93
267,0.924
268,0.9316666666666666
269,0.925
270,0.9246666666666666
271,0.9203333333333333
272,0.9206666666666666
273,0.93
274,0.9213333333333333
275,0.9226666666666666
276,0.933
277,0.9246666666666666
278,0.9253333333333333
279,0.9213333333333333
280,0.9263333333333333
281,0.9213333333333333
282,0.9306666666666666
283,0.9226666666666666
284,0.9213333333333333
285,0.9176666666666666
286,0.9396666666666667
287,0.928
288,0.9343333333333333
289,0.93
290,0.9313333333333333
291,0.9286666666666666
292,0.9296666666666666
293,0.9286666666666666
294,0.935
295,0.9316666666666666
296,0.936
297,0.9276666666666666
298,0.9253333333333333
299,0.929
300,0.9076666666666666
301,0.9416666666666667
302,0.9303333333333333
303,0.927
304,0.9216666666666666
305,0.9376666666666666
306,0.927
307,0.9313333333333333
308,0.93
309,0.918
310,0.914
311,0.931
312,0.926
313,0.9243333333333333
314,0.934
315,0.9273333333333333
316,0.923
317,0.93
318,0.921
319,0.9273333333333333
320,0.9326666666666666
321,0.9283333333333333
322,0.9233333333333333
323,0.9286666666666666
324,0.921
325,0.93
326,0.926
327,0.919
328,0.9303333333333333
329,0.9163333333333333
330,0.9136666666666666
331,0.9233333333333333
332,0.936
333,0.9303333333333333
334,0.933
335,0.9293333333333333
336,0.9303333333333333
337,0.9286666666666666
338,0.925
339,0.942
340,0.9253333333333333
341,0.9243333333333333
342,0.9216666666666666
343,0.922
344,0.9343333333333333
345,0.9236666666666666
346,0.9303333333333333
347,0.9333333333333333
348,0.9216666666666666
349,0.927
350,0.939
351,0.924
352,0.9363333333333334
353,0.9273333333333333
354,0.9213333333333333
355,0.927
356,0.928
357,0.927
358,0.924
359,0.9283333333333333
360,0.931
361,0.9283333333333333
362,0.933
363,0.9283333333333333
364,0.9213333333333333
365,0.9283333333333333
366,0.93
367,0.927
368,0.9366666666666666
369,0.9313333333333333
370,0.9263333333333333
371,0.9273333333333333
372,0.9363333333333334
373,0.927
374,0.9283333333333333
375,0.921
376,0.9366666666666666
377,0.927
378,0.9333333333333333
379,0.929
380,0.928
381,0.932
382,0.9333333333333333
383,0.9263333333333333
384,0.927
385,0.9263333333333333
386,0.932
387,0.9223333333333333
388,0.926
389,0.931
390,0.9256666666666666
391,0.925
392,0.9263333333333333
393,0.9183333333333333
394,0.9253333333333333
395,0.9413333333333334
396,0.9286666666666666
397,0.9236666666666666
398,0.925
399,0.919
400,0.9306666666666666
401,0.9323333333333333
402,0.9346666666666666
403,0.92
404,0.9223333333333333
405,0.9326666666666666
