,s,f,Ψf,f_L
521,0.521,0.96075785,0.960703,0.9583333333333317
522,0.522,0.9609327,0.9608771,0.960999999999999
523,0.523,0.9611067,0.96105057,0.9599999999999986
524,0.524,0.96127987,0.96122324,0.9636666666666656
525,0.525,0.9614522,0.9613952,0.9669999999999989
526,0.526,0.96162397,0.9615663,0.9609999999999991
527,0.527,0.96179485,0.9617367,0.9589999999999984
528,0.528,0.96196514,0.9619063,0.9639999999999983
529,0.529,0.96213454,0.9620752,0.9623333333333317
530,0.53,0.9623033,0.9622434,0.9656666666666653
531,0.531,0.96247125,0.96241075,0.9586666666666648
532,0.532,0.9626385,0.9625773,0.9669999999999987
533,0.533,0.962805,0.9627432,0.9623333333333317
534,0.534,0.962971,0.9629084,0.9603333333333316
535,0.535,0.96313584,0.9630727,0.9649999999999984
536,0.536,0.9633003,0.9632364,0.9669999999999989
537,0.537,0.96346384,0.96339935,0.9646666666666656
538,0.538,0.9636268,0.96356153,0.9646666666666656
539,0.539,0.9637889,0.963723,0.9689999999999989
540,0.54,0.9639504,0.9638838,0.968999999999999
541,0.541,0.96411115,0.9640438,0.9579999999999984
542,0.542,0.96427125,0.9642031,0.9603333333333323
543,0.543,0.96443045,0.9643617,0.960666666666665
544,0.544,0.96458906,0.96451956,0.9609999999999982
545,0.545,0.964747,0.9646767,0.9676666666666652
546,0.546,0.9649042,0.96483314,0.9633333333333318
547,0.547,0.9650607,0.9649889,0.9689999999999984
548,0.548,0.9652166,0.9651439,0.968333333333332
549,0.549,0.9653717,0.96529824,0.9693333333333326
550,0.55,0.9655261,0.96545184,0.9599999999999986
551,0.551,0.96567994,0.9656048,0.9603333333333316
552,0.552,0.9658329,0.9657571,0.962333333333332
553,0.553,0.9659853,0.9659086,0.9686666666666658
554,0.554,0.966137,0.9660594,0.9663333333333319
555,0.555,0.966288,0.96620953,0.9659999999999984
556,0.556,0.96643823,0.966359,0.9683333333333324
557,0.557,0.96658784,0.9665078,0.9663333333333323
558,0.558,0.9667368,0.9666559,0.9696666666666655
559,0.559,0.96688503,0.9668033,0.9616666666666654
560,0.56,0.96703273,0.96695006,0.9676666666666657
561,0.561,0.96717966,0.9670961,0.9626666666666651
562,0.562,0.96732587,0.9672415,0.976333333333332
563,0.563,0.9674715,0.96738625,0.9656666666666655
564,0.564,0.9676165,0.9675303,0.9709999999999989
565,0.565,0.9677608,0.9676737,0.9689999999999985
566,0.566,0.96790445,0.9678165,0.9713333333333328
567,0.567,0.9680473,0.9679585,0.9696666666666657
568,0.568,0.9681897,0.9680999,0.9629999999999989
569,0.569,0.96833134,0.96824074,0.9663333333333322
570,0.57,0.9684723,0.9683808,0.973333333333332
571,0.571,0.9686126,0.9685203,0.9669999999999986
572,0.572,0.9687523,0.9686591,0.9653333333333319
573,0.573,0.9688915,0.9687972,0.964999999999999
574,0.574,0.96902996,0.9689347,0.9703333333333323
575,0.575,0.96916765,0.9690716,0.9673333333333322
576,0.576,0.96930486,0.9692079,0.9723333333333322
577,0.577,0.96944135,0.9693434,0.9689999999999992
578,0.578,0.96957713,0.9694784,0.9679999999999991
579,0.579,0.9697124,0.9696128,0.968333333333332
580,0.58,0.96984714,0.96974653,0.9736666666666656
581,0.581,0.96998113,0.96987957,0.9696666666666657
582,0.582,0.97011447,0.970012,0.969999999999999
583,0.583,0.97024715,0.97014385,0.9769999999999992
584,0.584,0.9703793,0.97027504,0.9713333333333323
585,0.585,0.9705108,0.9704057,0.9716666666666657
586,0.586,0.97064173,0.9705357,0.9686666666666657
587,0.587,0.970772,0.97066504,0.969999999999999
588,0.588,0.97090167,0.9707938,0.9666666666666657
589,0.589,0.9710307,0.97092193,0.9689999999999989
590,0.59,0.9711591,0.97104955,0.9666666666666653
591,0.591,0.971287,0.97117645,0.972999999999999
592,0.592,0.9714144,0.9713028,0.9769999999999993
593,0.593,0.9715408,0.9714285,0.9699999999999991
594,0.594,0.9716669,0.97155374,0.9763333333333324
595,0.595,0.97179246,0.9716783,0.9753333333333326
596,0.596,0.9719172,0.97180223,0.9676666666666655
597,0.597,0.97204155,0.9719256,0.976999999999999
598,0.598,0.9721651,0.97204846,0.9686666666666655
599,0.599,0.9722882,0.97217065,0.9749999999999988
600,0.6,0.97241056,0.97229224,0.9663333333333322
601,0.601,0.97253245,0.9724133,0.9753333333333326
602,0.602,0.97265375,0.97253376,0.975666666666666
603,0.603,0.9727745,0.9726536,0.9733333333333322
604,0.604,0.9728946,0.972773,0.9736666666666653
605,0.605,0.9730143,0.97289175,0.9753333333333323
606,0.606,0.97313327,0.9730099,0.9723333333333323
607,0.607,0.97325164,0.9731275,0.9716666666666653
608,0.608,0.9733695,0.97324455,0.9703333333333323
609,0.609,0.9734867,0.9733611,0.9706666666666653
610,0.61,0.9736035,0.973477,0.9719999999999993
611,0.611,0.9737196,0.97359234,0.9706666666666655
612,0.612,0.9738352,0.97370714,0.9726666666666657
613,0.613,0.9739501,0.9738214,0.969333333333332
614,0.614,0.97406465,0.9739351,0.9689999999999986
615,0.615,0.97417855,0.9740483,0.9686666666666655
616,0.616,0.97429174,0.9741609,0.973999999999999
617,0.617,0.9744047,0.974273,0.9679999999999991
618,0.618,0.9745169,0.97438455,0.9696666666666655
619,0.619,0.9746286,0.97449553,0.9733333333333326
620,0.62,0.9747398,0.974606,0.9733333333333324
621,0.621,0.97485024,0.9747159,0.9773333333333325
622,0.622,0.9749604,0.97482526,0.9766666666666655
623,0.623,0.9750699,0.9749341,0.9729999999999989
624,0.624,0.97517884,0.9750424,0.9706666666666653
625,0.625,0.9752874,0.9751502,0.9789999999999996
626,0.626,0.97539514,0.9752575,0.9726666666666659
627,0.627,0.9755025,0.97536427,0.9796666666666659
628,0.628,0.9756094,0.9754705,0.9779999999999993
629,0.629,0.97571564,0.97557616,0.9766666666666656
630,0.63,0.9758214,0.97568136,0.9806666666666661
631,0.631,0.9759266,0.9757861,0.9786666666666659
632,0.632,0.97603136,0.9758903,0.9793333333333325
633,0.633,0.9761356,0.97599393,0.9749999999999991
634,0.634,0.9762392,0.97609705,0.9736666666666655
635,0.635,0.9763424,0.97619975,0.9716666666666655
636,0.636,0.97644496,0.9763019,0.9756666666666659
637,0.637,0.97654706,0.97640353,0.9756666666666656
638,0.638,0.9766487,0.9765047,0.975666666666665
639,0.639,0.9767498,0.9766053,0.9776666666666659
640,0.64,0.97685045,0.97670543,0.973666666666666
641,0.641,0.97695047,0.9768051,0.9743333333333322
642,0.642,0.97705,0.9769043,0.9789999999999995
643,0.643,0.97714907,0.977003,0.9789999999999994
644,0.644,0.97724766,0.97710115,0.972333333333332
645,0.645,0.9773458,0.97719884,0.9796666666666656
646,0.646,0.9774434,0.97729605,0.9769999999999993
647,0.647,0.97754043,0.97739285,0.9786666666666654
648,0.648,0.97763705,0.97748905,0.9833333333333328
649,0.649,0.9777331,0.9775849,0.9776666666666657
650,0.65,0.9778287,0.97768015,0.9806666666666657
651,0.651,0.977924,0.977775,0.9783333333333324
652,0.652,0.9780184,0.9778694,0.9776666666666659
653,0.653,0.97811264,0.97796327,0.9813333333333326
654,0.654,0.9782063,0.97805667,0.9749999999999993
655,0.655,0.9782994,0.9781497,0.9726666666666659
656,0.656,0.9783921,0.9782422,0.9769999999999992
657,0.657,0.9784844,0.97833425,0.9793333333333324
658,0.658,0.97857606,0.9784258,0.9786666666666656
659,0.659,0.9786674,0.97851694,0.9786666666666656
660,0.66,0.9787581,0.9786076,0.9736666666666657
661,0.661,0.9788485,0.97869784,0.9789999999999992
662,0.662,0.97893846,0.9787876,0.9806666666666661
663,0.663,0.9790277,0.9788769,0.9799999999999993
664,0.664,0.97911674,0.9789658,0.9753333333333325
665,0.665,0.9792052,0.9790542,0.9769999999999989
666,0.666,0.9792932,0.9791422,0.9763333333333328
667,0.667,0.97938085,0.97922975,0.9786666666666659
668,0.668,0.97946787,0.97931683,0.9816666666666656
669,0.669,0.9795545,0.9794035,0.9826666666666662
670,0.67,0.97964066,0.97948974,0.9829999999999992
671,0.671,0.9797264,0.9795755,0.9816666666666661
672,0.672,0.97981167,0.97966087,0.9799999999999995
673,0.673,0.9798965,0.9797458,0.9799999999999993
674,0.674,0.9799809,0.9798303,0.9763333333333324
675,0.675,0.98006487,0.97991437,0.9813333333333325
676,0.676,0.9801485,0.979998,0.9779999999999993
677,0.677,0.98023146,0.9800812,0.9813333333333327
678,0.678,0.980314,0.98016405,0.9793333333333327
679,0.679,0.9803963,0.9802464,0.9783333333333323
680,0.68,0.980478,0.98032844,0.9789999999999989
681,0.681,0.98055935,0.98041,0.9793333333333326
682,0.682,0.9806403,0.98049104,0.9769999999999992
683,0.683,0.9807207,0.9805718,0.9786666666666659
684,0.684,0.9808008,0.9806521,0.9773333333333327
685,0.685,0.9808804,0.980732,0.9819999999999993
686,0.686,0.98095965,0.98081154,0.9809999999999993
687,0.687,0.9810383,0.98089063,0.9799999999999994
688,0.688,0.98111665,0.9809693,0.9789999999999991
689,0.689,0.9811946,0.98104763,0.9786666666666657
690,0.69,0.9812721,0.9811255,0.9786666666666658
691,0.691,0.9813492,0.98120296,0.9806666666666656
692,0.692,0.98142576,0.9812801,0.9829999999999992
693,0.693,0.9815022,0.9813568,0.9766666666666655
694,0.694,0.98157805,0.98143303,0.980333333333333
695,0.695,0.9816535,0.981509,0.985333333333333
696,0.696,0.98172855,0.9815845,0.9826666666666659
697,0.697,0.9818032,0.98165965,0.9809999999999989
698,0.698,0.9818774,0.9817344,0.980666666666666
699,0.699,0.9819512,0.9818087,0.9819999999999994
700,0.7,0.98202467,0.9818827,0.9793333333333324
701,0.701,0.98209774,0.9819563,0.9823333333333326
702,0.702,0.9821701,0.9820295,0.9816666666666661
703,0.703,0.9822425,0.9821024,0.9783333333333327
704,0.704,0.9823144,0.9821749,0.982333333333333
705,0.705,0.9823859,0.98224694,0.9829999999999993
706,0.706,0.98245686,0.98231864,0.9799999999999995
707,0.707,0.9825276,0.98239,0.980999999999999
708,0.708,0.98259777,0.982461,0.9819999999999992
709,0.709,0.9826679,0.9825316,0.9836666666666661
710,0.71,0.9827373,0.9826018,0.9809999999999992
711,0.711,0.9828064,0.9826717,0.984333333333333
712,0.712,0.9828752,0.98274124,0.9819999999999993
713,0.713,0.98294353,0.9828104,0.9846666666666659
714,0.714,0.98301166,0.98287916,0.9836666666666658
715,0.715,0.98307925,0.9829476,0.9839999999999991
716,0.716,0.9831466,0.98301566,0.983333333333333
717,0.717,0.9832135,0.98308337,0.9859999999999995
718,0.718,0.9832799,0.9831507,0.9809999999999992
719,0.719,0.9833461,0.9832177,0.988666666666666
720,0.72,0.9834119,0.9832844,0.9859999999999993
721,0.721,0.98347735,0.98335075,0.9839999999999994
722,0.722,0.9835423,0.98341674,0.9833333333333325
723,0.723,0.9836072,0.9834823,0.979666666666666
724,0.724,0.9836715,0.9835476,0.9803333333333325
725,0.725,0.9837354,0.98361254,0.9796666666666656
726,0.726,0.98379916,0.9836771,0.9866666666666659
727,0.727,0.98386234,0.98374134,0.9776666666666658
728,0.728,0.98392534,0.98380524,0.982666666666666
729,0.729,0.98398775,0.98386884,0.9829999999999995
730,0.73,0.9840501,0.9839321,0.9853333333333327
731,0.731,0.98411196,0.983995,0.9843333333333325
732,0.732,0.9841736,0.98405755,0.9846666666666658
733,0.733,0.98423475,0.9841198,0.9859999999999997
734,0.734,0.9842956,0.9841817,0.9839999999999993
735,0.735,0.984356,0.9842433,0.990333333333333
736,0.736,0.9844163,0.98430455,0.9866666666666661
737,0.737,0.98447615,0.98436546,0.9869999999999995
738,0.738,0.98453575,0.984426,0.9849999999999991
739,0.739,0.9845947,0.98448634,0.984666666666666
740,0.74,0.9846536,0.9845463,0.9856666666666658
741,0.741,0.9847122,0.98460597,0.9829999999999993
742,0.742,0.98477024,0.9846652,0.983666666666666
743,0.743,0.9848281,0.9847242,0.983333333333333
744,0.744,0.98488563,0.98478293,0.9849999999999993
745,0.745,0.98494273,0.9848413,0.9883333333333328
746,0.746,0.98499966,0.9848994,0.9813333333333326
747,0.747,0.9850563,0.9849571,0.987333333333333
748,0.748,0.98511237,0.98501456,0.9803333333333326
749,0.749,0.98516834,0.98507166,0.9826666666666658
750,0.75,0.98522377,0.9851285,0.9853333333333327
751,0.751,0.9852791,0.98518497,0.9826666666666661
752,0.752,0.9853341,0.9852412,0.9849999999999994
753,0.753,0.98538864,0.9852971,0.9803333333333325
754,0.754,0.9854431,0.98535275,0.9859999999999993
755,0.755,0.9854971,0.985408,0.9853333333333328
756,0.756,0.9855508,0.985463,0.9839999999999993
757,0.757,0.9856043,0.9855177,0.985666666666666
758,0.758,0.9856574,0.98557216,0.9856666666666658
759,0.759,0.98571,0.9856262,0.9863333333333325
760,0.76,0.98576254,0.98568,0.9859999999999994
761,0.761,0.98581487,0.98573357,0.989666666666666
762,0.762,0.98586667,0.98578674,0.9826666666666658
763,0.763,0.98591834,0.9858397,0.9879999999999995
764,0.764,0.98596966,0.98589236,0.9869999999999993
765,0.765,0.9860206,0.9859447,0.9866666666666661
766,0.766,0.98607135,0.9859968,0.9816666666666657
767,0.767,0.9861218,0.9860485,0.9873333333333328
768,0.768,0.98617196,0.9861,0.9893333333333328
769,0.769,0.98622185,0.9861513,0.986333333333333
770,0.77,0.9862713,0.9862022,0.9846666666666662
771,0.771,0.98632056,0.98625284,0.9896666666666663
772,0.772,0.9863696,0.9863032,0.9836666666666661
773,0.773,0.9864183,0.9863533,0.9873333333333328
774,0.774,0.9864665,0.9864031,0.9863333333333327
775,0.775,0.9865148,0.98645264,0.986666666666666
776,0.776,0.98656267,0.9865019,0.986666666666666
777,0.777,0.9866101,0.9865509,0.9879999999999993
778,0.778,0.9866576,0.9865996,0.9919999999999994
779,0.779,0.9867046,0.9866481,0.9863333333333325
780,0.78,0.9867513,0.98669624,0.9873333333333332
781,0.781,0.9867979,0.98674417,0.9876666666666662
782,0.782,0.986844,0.9867918,0.986666666666666
783,0.783,0.98689,0.9868392,0.989333333333333
784,0.784,0.9869356,0.98688626,0.9883333333333328
785,0.785,0.9869811,0.9869331,0.9849999999999994
786,0.786,0.9870262,0.98697966,0.9903333333333328
787,0.787,0.98707116,0.9870259,0.9866666666666661
788,0.788,0.9871158,0.98707205,0.9839999999999995
789,0.789,0.98716015,0.98711777,0.9833333333333327
790,0.79,0.98720413,0.9871633,0.9873333333333328
791,0.791,0.98724806,0.9872086,0.9859999999999992
792,0.792,0.98729163,0.9872536,0.9846666666666662
793,0.793,0.9873351,0.98729837,0.9889999999999995
794,0.794,0.9873782,0.98734283,0.9886666666666662
795,0.795,0.987421,0.98738706,0.9866666666666659
796,0.796,0.9874635,0.98743105,0.9896666666666664
797,0.797,0.98750585,0.9874748,0.9873333333333328
798,0.798,0.987548,0.9875183,0.9873333333333326
799,0.799,0.9875898,0.9875615,0.9883333333333328
800,0.8,0.9876314,0.9876045,0.9883333333333327
801,0.801,0.9876728,0.98764724,0.9859999999999994
802,0.802,0.9877139,0.98768973,0.9873333333333331
803,0.803,0.9877547,0.98773193,0.9856666666666661
804,0.804,0.98779523,0.98777395,0.985666666666666
805,0.805,0.98783576,0.9878157,0.9886666666666662
806,0.806,0.9878758,0.9878572,0.988333333333333
807,0.807,0.9879156,0.98789847,0.9893333333333332
808,0.808,0.98795533,0.9879395,0.9813333333333325
809,0.809,0.98799473,0.98798025,0.988333333333333
810,0.81,0.988034,0.98802084,0.9909999999999995
811,0.811,0.988073,0.98806113,0.9863333333333326
812,0.812,0.98811173,0.9881012,0.9929999999999998
813,0.813,0.9881502,0.98814106,0.9899999999999995
814,0.814,0.9881885,0.98818064,0.988333333333333
815,0.815,0.9882265,0.98822004,0.990333333333333
816,0.816,0.9882643,0.98825914,0.9889999999999994
817,0.817,0.98830193,0.988298,0.9869999999999995
818,0.818,0.9883393,0.9883367,0.9889999999999993
819,0.819,0.9883765,0.98837507,0.9889999999999994
820,0.82,0.98841345,0.9884133,0.9863333333333326
821,0.821,0.98845017,0.98845124,0.9879999999999997
822,0.822,0.98848665,0.988489,0.9886666666666659
823,0.823,0.988523,0.98852646,0.9893333333333331
824,0.824,0.98855907,0.9885638,0.9889999999999997
825,0.825,0.98859495,0.98860085,0.9879999999999994
826,0.826,0.98863053,0.9886376,0.9893333333333332
827,0.827,0.988666,0.9886743,0.9876666666666662
828,0.828,0.98870116,0.98871064,0.9896666666666663
829,0.829,0.98873615,0.9887468,0.9849999999999992
830,0.83,0.9887711,0.98878276,0.9859999999999994
831,0.831,0.98880553,0.9888184,0.9853333333333326
832,0.832,0.98884,0.98885393,0.9916666666666663
833,0.833,0.98887414,0.9888892,0.9889999999999997
834,0.834,0.9889081,0.98892426,0.9943333333333332
835,0.835,0.9889419,0.9889591,0.9876666666666664
836,0.836,0.9889755,0.9889937,0.9889999999999995
837,0.837,0.9890088,0.9890281,0.989333333333333
838,0.838,0.98904204,0.98906225,0.989333333333333
839,0.839,0.98907495,0.9890962,0.9923333333333331
840,0.84,0.9891077,0.98912996,0.9876666666666661
841,0.841,0.9891404,0.9891635,0.9889999999999993
842,0.842,0.98917276,0.98919684,0.993
843,0.843,0.98920494,0.98923,0.9879999999999994
844,0.844,0.98923695,0.9892629,0.9879999999999995
845,0.845,0.9892688,0.98929554,0.9896666666666659
846,0.846,0.9893004,0.98932797,0.989333333333333
847,0.847,0.9893317,0.9893603,0.9899999999999997
848,0.848,0.98936296,0.9893923,0.9906666666666663
849,0.849,0.9893939,0.98942417,0.9886666666666662
850,0.85,0.9894249,0.9894558,0.987333333333333
851,0.851,0.98945564,0.98948723,0.9909999999999999
852,0.852,0.989486,0.98951846,0.9899999999999997
853,0.853,0.9895164,0.98954946,0.9903333333333331
854,0.854,0.9895465,0.9895803,0.9899999999999997
855,0.855,0.98957646,0.9896109,0.9869999999999997
856,0.856,0.98960626,0.98964125,0.9879999999999994
857,0.857,0.9896358,0.98967147,0.9886666666666661
858,0.858,0.9896651,0.98970145,0.9909999999999994
859,0.859,0.98969436,0.98973125,0.9923333333333331
860,0.86,0.9897234,0.9897608,0.9869999999999994
861,0.861,0.98975235,0.9897902,0.986666666666666
862,0.862,0.989781,0.9898194,0.9893333333333328
863,0.863,0.9898096,0.9898484,0.9916666666666664
864,0.864,0.9898379,0.98987716,0.9916666666666663
865,0.865,0.989866,0.9899058,0.9903333333333331
866,0.866,0.98989415,0.98993415,0.9913333333333331
867,0.867,0.989922,0.98996234,0.9923333333333331
868,0.868,0.9899496,0.9899903,0.989666666666666
869,0.869,0.9899771,0.9900181,0.9936666666666664
870,0.87,0.99000454,0.99004567,0.9916666666666661
871,0.871,0.99003166,0.9900731,0.9906666666666664
872,0.872,0.9900587,0.99010026,0.9873333333333327
873,0.873,0.99008554,0.99012727,0.9919999999999999
874,0.874,0.99011225,0.9901541,0.9896666666666663
875,0.875,0.9901388,0.99018073,0.9889999999999995
876,0.876,0.9901652,0.99020714,0.9906666666666664
877,0.877,0.99019134,0.9902333,0.9929999999999998
878,0.878,0.9902174,0.9902594,0.9886666666666664
879,0.879,0.99024326,0.9902852,0.9926666666666664
880,0.88,0.99026906,0.99031085,0.990666666666666
881,0.881,0.9902946,0.9903363,0.989333333333333
882,0.882,0.99031997,0.9903615,0.9883333333333331
883,0.883,0.9903451,0.99038666,0.9929999999999997
884,0.884,0.99037033,0.99041146,0.9899999999999999
885,0.885,0.99039525,0.99043614,0.991333333333333
886,0.886,0.99042016,0.9904607,0.9896666666666661
887,0.887,0.9904447,0.99048495,0.9940000000000001
888,0.888,0.9904694,0.99050903,0.9909999999999998
889,0.889,0.9904937,0.990533,0.9919999999999998
890,0.89,0.9905179,0.9905568,0.9913333333333331
891,0.891,0.990542,0.9905803,0.992333333333333
892,0.892,0.99056584,0.9906036,0.9896666666666661
893,0.893,0.9905897,0.99062675,0.9923333333333332
894,0.894,0.9906132,0.99064976,0.9909999999999998
895,0.895,0.9906368,0.9906725,0.9906666666666664
896,0.896,0.9906602,0.9906951,0.9939999999999999
897,0.897,0.99068326,0.99071753,0.9916666666666665
898,0.898,0.9907064,0.9907397,0.9913333333333328
899,0.899,0.9907292,0.99076176,0.9909999999999995
900,0.9,0.99075204,0.99078363,0.9899999999999995
901,0.901,0.9907747,0.99080527,0.9903333333333331
902,0.902,0.9907973,0.9908267,0.9939999999999998
903,0.903,0.9908196,0.990848,0.9933333333333333
904,0.904,0.9908418,0.99086905,0.991333333333333
905,0.905,0.9908639,0.99088997,0.990333333333333
906,0.906,0.99088585,0.9909107,0.9896666666666663
907,0.907,0.9909077,0.9909312,0.9903333333333331
908,0.908,0.9909295,0.9909516,0.9896666666666666
909,0.909,0.9909509,0.9909717,0.9896666666666661
910,0.91,0.9909723,0.99099165,0.9943333333333332
911,0.911,0.9909936,0.99101144,0.9909999999999994
912,0.912,0.9910147,0.991031,0.9919999999999994
913,0.913,0.9910358,0.9910504,0.9936666666666664
914,0.914,0.9910567,0.9910696,0.9909999999999994
915,0.915,0.9910775,0.9910886,0.9939999999999997
916,0.916,0.99109805,0.99110746,0.9873333333333331
917,0.917,0.9911186,0.9911261,0.9936666666666664
918,0.918,0.99113905,0.9911446,0.9929999999999999
919,0.919,0.99115944,0.99116284,0.9909999999999997
920,0.92,0.9911794,0.9911809,0.9939999999999997
921,0.921,0.9911995,0.9911988,0.9909999999999998
922,0.922,0.99121946,0.9912165,0.9919999999999999
923,0.923,0.99123925,0.99123394,0.9896666666666663
924,0.924,0.9912588,0.9912513,0.9933333333333332
925,0.925,0.99127835,0.9912684,0.9893333333333331
926,0.926,0.99129784,0.9912853,0.9923333333333332
927,0.927,0.9913172,0.9913021,0.9923333333333331
928,0.928,0.9913363,0.9913186,0.989666666666666
929,0.929,0.99135536,0.991335,0.9909999999999994
930,0.93,0.9913743,0.9913512,0.9883333333333328
931,0.931,0.99139315,0.9913671,0.9916666666666661
932,0.932,0.99141186,0.9913829,0.9906666666666664
933,0.933,0.99143046,0.99139845,0.9906666666666665
934,0.934,0.991449,0.99141383,0.9923333333333331
935,0.935,0.9914673,0.99142903,0.9916666666666664
936,0.936,0.9914856,0.99144405,0.992333333333333
937,0.937,0.9915036,0.9914588,0.9919999999999997
938,0.938,0.9915217,0.99147344,0.986666666666666
939,0.939,0.9915396,0.9914878,0.992333333333333
940,0.94,0.9915574,0.991502,0.991333333333333
941,0.941,0.9915753,0.99151593,0.9919999999999998
942,0.942,0.9915927,0.99152976,0.9906666666666664
943,0.943,0.99161017,0.99154335,0.9879999999999997
944,0.944,0.99162763,0.9915567,0.9909999999999997
945,0.945,0.99164486,0.99156994,0.989333333333333
946,0.946,0.99166214,0.9915829,0.9916666666666665
947,0.947,0.9916791,0.9915956,0.9919999999999995
948,0.948,0.9916961,0.9916082,0.9919999999999999
949,0.949,0.9917129,0.99162054,0.9906666666666664
950,0.95,0.9917296,0.9916327,0.9913333333333328
951,0.951,0.9917463,0.9916446,0.9903333333333328
952,0.952,0.9917629,0.9916563,0.9903333333333331
953,0.953,0.99177927,0.99166775,0.9903333333333327
954,0.954,0.9917957,0.991679,0.9926666666666663
955,0.955,0.9918119,0.9916901,0.9896666666666661
956,0.956,0.99182796,0.99170095,0.9899999999999997
957,0.957,0.9918441,0.99171156,0.9909999999999995
958,0.958,0.99186003,0.9917219,0.9909999999999995
959,0.959,0.99187577,0.99173206,0.9943333333333332
960,0.96,0.9918915,0.99174196,0.994333333333333
961,0.961,0.9919071,0.9917517,0.9899999999999995
962,0.962,0.9919227,0.9917611,0.9916666666666665
963,0.963,0.99193823,0.9917703,0.9906666666666664
964,0.964,0.99195355,0.9917793,0.9899999999999999
965,0.965,0.99196875,0.991788,0.9919999999999995
966,0.966,0.99198395,0.99179655,0.9923333333333331
967,0.967,0.99199903,0.9918048,0.9909999999999995
968,0.968,0.99201405,0.99181277,0.9909999999999999
969,0.969,0.99202895,0.9918205,0.9946666666666663
970,0.97,0.9920437,0.991828,0.9926666666666663
971,0.971,0.9920584,0.9918352,0.9923333333333332
972,0.972,0.99207306,0.9918421,0.9919999999999995
973,0.973,0.99208754,0.99184877,0.9863333333333331
974,0.974,0.9921019,0.99185514,0.9913333333333328
975,0.975,0.9921162,0.9918613,0.9876666666666658
976,0.976,0.9921305,0.9918671,0.9913333333333332
977,0.977,0.99214476,0.99187267,0.9929999999999998
978,0.978,0.99215883,0.99187785,0.9943333333333331
979,0.979,0.9921727,0.9918828,0.9933333333333331
980,0.98,0.9921866,0.9918874,0.9933333333333331
981,0.981,0.9922004,0.9918917,0.9899999999999997
982,0.982,0.99221426,0.9918956,0.9916666666666664
983,0.983,0.9922278,0.99189925,0.9926666666666664
984,0.984,0.99224156,0.9919025,0.9923333333333331
985,0.985,0.99225485,0.9919054,0.9899999999999998
986,0.986,0.9922683,0.99190795,0.9939999999999998
987,0.987,0.9922815,0.9919101,0.9933333333333331
988,0.988,0.9922948,0.9919118,0.9923333333333331
989,0.989,0.9923079,0.99191314,0.989333333333333
990,0.99,0.9923209,0.99191403,0.9916666666666661
991,0.991,0.9923339,0.9919145,0.993333333333333
992,0.992,0.99234676,0.99191445,0.9929999999999997
993,0.993,0.99235976,0.9919139,0.9929999999999997
994,0.994,0.99237245,0.9919128,0.9899999999999994
995,0.995,0.9923851,0.99191105,0.9906666666666663
996,0.996,0.99239767,0.9919087,0.9903333333333332
997,0.997,0.9924101,0.9919057,0.9896666666666663
998,0.998,0.9924225,0.9919018,0.9913333333333332
999,0.999,0.9924348,0.991897,0.9939999999999999
1000,1.0,0.99244714,0.9918909,0.989333333333333
